RoomTypes
King Room
Double Room with Two Double Beds
Deluxe King Suite With Sofa Bed
Deluxe King Suite With Kitchenette
Deluxe King Room
Premier King Room
Premier Queen Room With Two Queen Beds
One - Bedroom Suite
Deluxe One - Bedroom Suite
Classic King Room
Luxury Queen Room With Two Queen Beds
One-Bedroom Suite
Standard King Room
Standard Queen Room With One Queen Bed
Queen Room - Disability Access
Deluxe Queen Room - High Floor With Free Wi-Fi
Premium King Room With Free Wi-Fi
Premium Queen Room With Free Wi-Fi
King Room With Pool View
Queen Room With Two Queen Beds and Garden View
Club King Room With Free Wi-Fi
Club Queen Room With Two Queen Beds and Free Wi-Fi
Standard Room With Mountain View
Standard Room Dolphin Lagoon View
Standard Room With Ocean View
Standard Room With Ocean Front View
Room With City View
Partical Ocean View Room
Corner Deluxe Studio
Room With Ocean View
City View With One King Bed
City View With Two Double Beds
Partial Ocean View With Two Double Beds
Accessible Partial Ocean View With Two Double Beds
Club Diamond Head Ocean View With Two Double Beds 
Club Ocean Front With One King Bed
Accessible Club Ocean View Suite With One King Bed
Club Ocean Front Suite King Bed
Kona Tower City / Mountain View
Kona Tower Partial Ocean View
Waikiki Tower Partial Ocean View
Waikiki Tower Ocean View
Queen Room With Two Queen Beds and Waikiki View
King Or Two Queen Room With Ocean View
One King Or Two Queens - Ocean Front
Regency Club Mountain View
Regency Club Ocean View
Ocean View Room With King Bed
Alii Tower Resort View With King Bed
Alii Tower Resort View With King Bed - Mobility Accessible Tub
Rainbow Tower Ocean View With King Bed - Mobility Accessible Tub  
Alii Tower Ocean View With King Bed
Rainbow Tower Ocean Front with King Bed
Junior Suite - Accessible Roll-in Shower
